1.500000	0.000000	0.000000
2.000000	1.000000	0.000000
1.500000	3.000000	0.000000//0 T0

1.627413	0.212375	0.000000
1.927309	1.623076	0.000000
1.441352	3.099495	0.000000//0 T0.33


1.865904	0.510998	0.000000
1.745174	2.289930	0.000000
1.393159	3.100980	0.000000//0 T0.66

2.000000	1.000000	0.000000
1.500000	3.000000	0.000000
1.400000	3.000000	0.000000  //0 T1



1.299000	0.000000	0.750000
1.732000	1.000000	1.000000
1.299000	3.000000	0.750000// 30 T0

1.409340	0.212375	0.813706
1.669050	1.623076	0.963655
1.248211	3.099495	0.720676//30 T0.33

1.615873	0.510998	0.932952
1.511321	2.289930	0.872587
1.206476	3.100980	0.696580//30 T0.66

1.732000	1.000000	1.000000
1.299000	3.000000	0.750000
1.212400	3.000000	0.700000//30 T1



0.749934	0.000000	1.299000
0.999912	1.000000	1.732000
0.749934	3.000000	1.299000// 60 T0

0.813635	0.212375	1.409340
0.963570	1.623076	1.669050
0.720613	3.099495	1.248211//60 T0.33

0.932870	0.510998	1.615873
0.872510	2.289930	1.511321
0.696518	3.100980	1.206476//60 T0.66

0.999912	1.000000	1.732000
0.749934	3.000000	1.299000
0.699938	3.000000	1.212400//60 T1




-0.000057	0.000000	1.499901
-0.000076	1.000000	1.999868
-0.000057	3.000000	1.499901//90 T0


-0.000062	0.212375	1.627306
-0.000073	1.623076	1.927182
-0.000055	3.099495	1.441257//90 T0.33

-0.000071	0.510998	1.865781
-0.000067	2.289930	1.745059
-0.000053	3.100980	1.393067//90 T0.66

-0.000076	1.000000	1.999868
-0.000057	3.000000	1.499901
-0.000053	3.000000	1.399908//90 T1 




-0.750000	0.000000	1.298886
-1.000000	1.000000	1.731848
-0.750000	3.000000	1.298886//120 T0

-0.813706	0.212375	1.409216
-0.963655	1.623076	1.668903
-0.720676	3.099495	1.248101//120 T0.33

-0.932952	0.510998	1.615731
-0.872587	2.289930	1.511188
-0.696580	3.100980	1.206370//120 T0.66

-1.000000	1.000000	1.731848
-0.750000	3.000000	1.298886
-0.700000	3.000000	1.212293//120 T1



-1.298943	0.000000	0.749835
-1.731924	1.000000	0.999780
-1.298943	3.000000	0.749835//150 T0


-1.409278	0.212375	0.813527
-1.668976	1.623076	0.963443
-1.248156	3.099495	0.720518//150 T0.33

-1.615802	0.510998	0.932747
-1.511254	2.289930	0.872395
-1.206423	3.100980	0.696426//150 T0.66

-1.731924	1.000000	0.999780
-1.298943	3.000000	0.749835
-1.212347	3.000000	0.699846// 150 T1



-1.499802	0.000000	-0.000114
-1.999736	1.000000	-0.000152
-1.499802	3.000000	-0.000114//180 T0

-1.627198	0.212375	-0.000124
-1.927055	1.623076	-0.000147
-1.441162	3.099495	-0.000110//180 T0.33

-1.865658	0.510998	-0.000142
-1.744943	2.289930	-0.000133
-1.392975	3.100980	-0.000106//180 T0.66

-1.999736	1.000000	-0.000152
-1.499802	3.000000	-0.000114
-1.399815	3.000000	-0.000107// 180 T1



-1.298771	0.000000	-0.750000
-1.731695	1.000000	-1.000000
-1.298771	3.000000	-0.750000//210 T0


-1.409092	0.212375	-0.813706
-1.668756	1.623076	-0.963655
-1.247991	3.099495	-0.720676//210 T0.33

-1.615588	0.510998	-0.932952
-1.511055	2.289930	-0.872587
-1.206263	3.100980	-0.696580//210 T0.66

-1.731695	1.000000	-1.000000
-1.298771	3.000000	-0.750000
-1.212187	3.000000	-0.700000// 210 T1




-0.749736	0.000000	-1.298886
-0.999648	1.000000	-1.731848
-0.749736	3.000000	-1.298886//240 T0


-0.813420	0.212375	-1.409216
-0.963315	1.623076	-1.668903
-0.720423	3.099495	-1.248101//240 T0.33

-0.932624	0.510998	-1.615731
-0.872280	2.289930	-1.511188
-0.696334	3.100980	-1.206370//240 T0.66

-0.999648	1.000000	-1.731848
-0.749736	3.000000	-1.298886
-0.699754	3.000000	-1.212293// 240 T1



0.000171	0.000000	-1.499703
0.000229	1.000000	-1.999604
0.000171	3.000000	-1.499703//270 T0

0.000186	0.212375	-1.627091
0.000220	1.623076	-1.926928
0.000165	3.099495	-1.441067//270 T0.33

0.000213	0.510998	-1.865534
0.000199	2.289930	-1.744828
0.000159	3.100980	-1.392883//270 T0.66


0.000229	1.000000	-1.999604
0.000171	3.000000	-1.499703
0.000160	3.000000	-1.399723// 270 T1





0.750000	0.000000	-1.298657
1.000000	1.000000	-1.731543
0.750000	3.000000	-1.298657//300 T0


0.813706	0.212375	-1.408968
0.963655	1.623076	-1.668609
0.720676	3.099495	-1.247882//300 T0.33


0.932952	0.510998	-1.615446
0.872587	2.289930	-1.510922
0.696579	3.100980	-1.206157//300 T0.66

1.000000	1.000000	-1.731543
0.750000	3.000000	-1.298657
0.700000	3.000000	-1.212080// 300 T1




1.298828	0.000000	-0.749637
1.731771	1.000000	-0.999516
1.298828	3.000000	-0.749637//330 T0


1.409154	0.212375	-0.813313
1.668829	1.623076	-0.963188
1.248046	3.099495	-0.720327//330 T0.33


1.615659	0.510998	-0.932500
1.511121	2.289930	-0.872165
1.206316	3.100980	-0.696242//330 T0.66


1.731771	1.000000	-0.999516
1.298828	3.000000	-0.749637
1.212240	3.000000	-0.699661// 330 T1
